FRICT,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,
LAYERH,,BR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BR2,,,,,,,,,,BR3,,,,,,,,,,,,,BR4,,,,,,,,,,,,,,,,,,,,BR5,,,,,,,,,K
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.12,26.3,47.14,101.25,55.77,75.95,98.99,71.3,122.03,111.22,171.44,176.22,197.17,226.67,203.66,197.86,197.28,416.74,189.3,139.19,186.21,223.29,170.97,165.89,392,290.84,271.58,469.22,475.78,444.62,414.88,313.58,283.82,432.82,667.19,285.96,317.16,656.56,525.27,442.91,703.11,816.85,986.91,883.63,644.3,305,660.43,1070.31,1507.59,1297.38,1338.91,1500.03,1835.98,1911.06,1027.24,1321.35,1201.7,935.41,1624.55,1764.19,1647.81,1334.84,278.43,408.4,349.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.34,84.01,67.85,95.09,147.47,188.26,632.44,700.35,0,0,0,20.94,70.21,77.62,80.63,160.23,479.83,312.35,225.39,774.66,833.57,1040.21,1072.72,719.59,1199.05,1150.85,750.06,750.07,0,0,0,0,771.73,1013.54,948.04,1191.35,1215.14,698.42,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.85,39.04,88.64,43.79,71.37,92.17,65.97,115.64,106.52,165.46,170.65,189.66,220.36,199.26,193.38,191.46,409.35,186.33,135.78,182.87,221.87,167.79,163.3,386.83,288.63,267.48,461.59,473.71,442.91,413.3,310.15,279.91,431.1,663.01,282.79,313.37,654.59,523.31,437.86,696.27,814.23,984.99,881.68,639.4,300.36,655.66,1066.91,1505.92,1294.85,1330.82,1500.02,1831.93,1908.28,1023.99,1317.91,1195.55,928.72,1616.23,1755.75,1644.27,1328.74,275.5,404.37,346.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.32,79.57,64.4,91.42,143.98,184.81,627.05,689.89,0,0,0,13.16,63.04,73.73,76.62,155.24,470.2,310.79,221.27,769.41,822.25,1025.12,1065.14,711.91,1195.89,1146.69,750.05,750.07,0,0,0,0,265.19,1009.62,941.66,1183.96,1209.95,691.85,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.41,69.92,31.79,65.01,83.65,60.07,108.63,100.93,159.15,164.32,182,213.93,194.85,188.82,185.62,401.87,183.12,132.38,179.53,220.45,164.61,160.73,381.72,286.69,263.38,454.02,471.62,441.25,411.72,306.71,275.99,429.37,658.88,279.62,309.57,652.65,519.48,433.08,689.2,811.61,983.09,879.68,635.97,295.73,650.7,1063.49,1504.25,1292.3,1323.18,1500.02,1827.98,1905.71,1020.75,1315.84,1189.65,922.12,1607.99,1747.42,1640.73,1322.72,272.58,400.35,342.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.78,75.03,60.88,87.73,140.48,181.36,621.72,678.89,0,0,0,5.62,55.61,69.78,72.59,150.18,443.97,309.24,217.11,764.11,811.1,1009.86,1057.45,705.17,1192.72,1142.35,750.05,750.07,0,0,0,0,101.58,1005.66,935.18,1175.74,1204.98,685.37,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.92,0,19.4,53.01,72.8,50.23,101.24,93.12,152.74,155.99,174.09,207.42,190.29,184.2,179.76,394.3,179.66,128.99,176.18,219.02,161.42,158.15,376.68,281.86,259.34,445.92,469.52,439.63,410.14,303.25,272.08,427.64,654.85,276.45,305.79,650.71,515.66,428.41,680.46,808.97,981.21,877.67,632.73,291.37,645.66,1060.05,1502.57,1289.73,1315.4,1500.02,1824.06,1903.15,1017.53,1313.77,1183.91,915.58,1599.86,1738.91,1637.17,1317,269.62,396.33,339.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.23,70.37,57.29,84.06,136.99,177.93,616.42,667.99,0,0,0,0,47.89,65.69,68.54,144.49,277.15,307.69,212.94,758.78,800.71,993.29,1049.01,699.1,1186.87,1137.98,750.05,750.06,0,0,0,0,101.18,1001.69,928.49,1165.69,1200.36,678.8,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2,0,0,35.13,58.58,40.42,90.2,85.15,146.26,137.49,165.94,200.81,185.46,179.49,173.87,386.7,175.94,125.62,172.83,217.54,158.22,155.57,371.69,275.44,255.23,436.92,467.42,438.08,408.57,299.77,268.18,425.91,650.88,273.26,302.03,648.78,511.84,423.74,613.28,806.33,979.33,875.61,629.54,286.88,640.84,1056.62,1500.89,1286.95,1307.82,1500.01,1820.23,1900.58,1014.33,1311.7,1178.37,908.95,1591.8,1729.96,1633.62,1312.01,266.62,392.33,335.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.69,65.6,53.6,80.21,133.46,174.5,611.17,657.27,0,0,0,0,39.79,61.17,64.32,138.33,271.61,306.14,208.73,753.44,790.76,957.62,1039.18,692.99,1179.48,1133.6,750.05,750.06,0,0,0,0,100.78,997.72,921.58,1154.86,1196.04,672.1,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.64,77.68,77.26,139.7,117.32,157.67,194.12,180.52,174.7,167.96,379.09,172.02,122.27,169.48,215.37,155.01,152.99,366.75,268.81,251.01,417.38,465.31,436.58,407,296.27,264.32,424.18,646.97,270.08,298.27,646.87,508.01,419.11,502.73,803.68,977.44,873.48,626.36,281.94,636.41,1053.17,1499.21,1283.56,1300.2,1500.01,1816.43,1898,1011.16,1309.65,1172.88,902.3,1583.79,1720.33,1630.06,1307.99,263.61,388.34,331.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.06,60.7,49.77,75.77,129.87,171.07,605.96,647.38,0,0,0,0,30.4,56.39,59.47,132.12,266.13,304.6,204.49,748.04,781.48,909.75,1028.62,686.82,1171.98,1124.24,750.04,750.06,0,0,0,0,100.38,993.77,914.47,1143.96,1191.61,665.41,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.74,60.39,66.1,132.98,95.79,149.28,187.33,175.57,169.52,162.02,371.49,168.08,118.92,166.14,211.4,151.8,150.4,361.81,262.37,246.67,372.13,463.19,435.09,405.43,292.74,260.48,422.44,643.11,266.94,294.48,644.98,504.19,414.5,496.68,801.02,975.5,871.33,623.18,276.68,632.35,1049.72,1497.38,1279.66,1292.41,1497.04,1812.72,1895.43,1008.05,1307.62,1167.59,895.69,1575.82,1710.72,1626.51,1304.14,260.56,384.36,327.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.67,55.65,45.8,71,126.26,167.65,600.25,638.45,0,0,0,0,19.31,51.36,53.99,125.81,260.67,303.06,200.21,742.29,772.39,886.71,1018.9,680.57,1164.46,1110.46,750.04,750.06,0,0,0,0,99.98,989.83,906.97,1133.26,1187.01,658.75,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.61,53.65,121.54,81.48,140.68,179.31,170.56,164.16,156.12,363.88,163.88,115.56,162.81,207.39,148.57,147.81,356.84,256.09,242.22,336.85,461.06,433.62,403.86,289.17,256.65,420.7,639.3,263.81,290.64,643.12,500.37,409.88,490.65,798.32,973.57,869.15,620.01,270.95,628.33,1046.26,1495.53,1275.34,1284.48,1492.04,1809.07,1892.85,1004.95,1305.59,1162.41,888.97,1567.85,1701.13,1623.02,1300.54,257.56,380.38,322.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.4,50.45,41.7,66.3,122.65,164.24,592.38,630.29,0,0,0,0,0,46.04,47.99,119.49,255.21,301.52,195.88,735.46,763.32,867.26,1010.64,674.25,1156.92,1096.44,750.04,750.05,0,0,0,0,99.56,985.63,899.01,1122.78,1182.22,652.06,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.83,41.19,102.7,70.28,131.82,169.19,164.94,158.67,150.42,356.26,159.12,112.19,159.42,203.39,145.34,145.2,351.78,249.84,237.64,328.81,458.92,273.78,402.29,285.58,252.83,418.97,635.53,260.68,286.85,641.28,496.54,405.54,484.44,795.59,971.61,866.91,616.84,264.45,624.35,1042.8,1493.69,1040.3,1276.42,1486.92,1805.54,1890.27,1001.91,1303.56,1157.19,882.14,1559.9,1691.56,1619.61,1296.98,254.47,376.42,317.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.08,37.44,61.68,119.04,160.83,582.5,622.27,0,0,0,0,0,40.16,40.56,112.84,248.48,299.99,191.48,698.16,754.27,852.2,1003.1,667.76,1149.38,1082.43,750.03,750.05,0,0,0,0,98.99,979.98,890.7,1112.54,1177.26,645.17,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.85,82.53,59.38,122.69,151.89,158.64,152.84,144.86,348.64,153.82,108.8,155.92,199.37,142.1,142.59,346.53,244.42,232.92,322,456.77,258.71,400.72,281.96,249,417.22,631.79,257.58,283.16,639.37,492.72,401.39,478,792.48,969.61,864.63,613.67,257.83,620.35,1039.33,1490.96,871.85,1268.21,1480.27,1802.03,1887.69,998.88,1301.57,1151.47,875.37,1552.37,1682,1616.38,1293.52,251.43,372.46,311.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.52,33.01,57.12,115.37,157.43,571.19,614.31,0,0,0,0,0,33.3,29.9,106.17,239.59,298.46,187.01,594.2,745.21,836.97,995.83,661.09,1141.81,1068.4,750.03,750.05,0,0,0,0,98.28,972.99,882.03,1102.55,1172.07,638.08,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.61,60.41,49.02,112.94,132.8,152.14,146.79,139.25,341.02,148.05,105.42,152.36,195.04,138.85,139.98,341.18,239.22,228.03,315.74,454.51,255.08,399.16,278.32,245.18,408.22,628.08,254.47,279.46,637.4,488.9,397.28,471.46,789.25,967.6,862.19,610.51,251.58,616.3,1035.88,1483.85,863.41,1259.96,1472.23,1798.53,1885.11,995.85,1299.57,1143.94,868.75,1545.13,1671.11,1613.18,1290.07,248.29,368.52,304.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.74,28.38,52.62,111.58,154.04,554.23,606.41,0,0,0,0,0,25.24,0,99.59,222.23,295.86,182.52,588.68,736.15,820.91,988.62,654.19,1134.26,1054.18,750.03,750.04,0,0,0,0,97.58,966.02,872.91,1093.06,1166.62,630.76,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.48,38.91,101.85,114.98,145.64,140.15,133.69,333.42,142.07,102.02,148.75,189.63,135.6,137.35,335.73,234.18,222.98,309.73,451.97,251.52,397.6,274.66,241.36,387.52,624.41,251.36,275.79,635.38,485.08,393.19,464.28,786,965.61,859.63,607.32,245.65,612.05,1032.45,1476.14,853.51,1251.8,990.71,1794.98,1882.53,992.83,1297.58,1134.42,862.09,1538.09,1602.71,1610.07,1286.65,245.07,364.58,297.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.72,23.51,48.19,107.78,150.65,531.9,598.55,0,0,0,0,0,14.85,0,93.06,172.11,283.28,178,583.28,727.1,805.64,981.37,647.02,1126.71,1039.21,749.23,750.04,0,0,0,0,96.88,959.08,863.18,1084.3,1161.05,623.19,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.97,28.8,87.12,98.92,139.12,132.8,128.18,324.84,136.11,98.6,145.1,184.05,132.33,134.69,330.22,229.6,217.73,303.82,449.1,248.02,395.9,270.97,237.54,367.07,620.74,248.23,272.14,633.34,481.25,389.14,456.15,781.35,963.65,856.99,603.97,240,607.61,1029.13,1467.98,825.25,1243.89,901.82,1791.28,1879.94,989.82,1295.6,1121.88,855.07,1531.11,1458.53,1606.97,1283.23,241.72,360.63,290.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.89,17.32,43.82,103.98,147.27,511.5,590.71,0,0,0,0,0,0,0,86.59,165.13,259.79,173.46,577.92,718.26,792.47,974.13,639.56,1119.05,1023.91,746.06,750.04,0,0,0,0,96.18,952.15,851.95,1075.66,1155.54,615.57,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.66,67.98,83.66,132.17,125.02,122.58,311.99,130.15,95.16,141.4,177.08,129.05,131.96,324.65,225.13,212.35,297.77,446,244.58,389.52,267.24,233.72,351.79,617.01,245.1,268.5,631.28,477.43,385.16,448.44,775.86,961.7,854.25,599.68,234.59,603,1026.01,1458.92,804,1236.21,753.42,1787.45,1877.35,986.82,1293.65,1107.64,847.93,1524.73,1447.82,1603.86,1279.84,238.3,356.68,281.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.02,8.91,39.5,100.18,143.93,493.85,580.92,0,0,0,0,0,0,0,80.15,158.37,238.06,168.88,572.64,709.77,780.01,966.86,631.66,1111.16,1008.58,742.71,728.68,0,0,0,0,95.43,944.72,754.17,1066.78,1151.08,608.46,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.18,48.26,68.1,124.32,115.94,116.85,288.17,124.2,91.73,137.62,167.64,125.73,129.12,318.94,220.62,206.88,291.42,442.5,241.15,378.79,263.44,229.89,337.32,613.3,241.97,264.88,629.23,473.61,381.41,441.25,770.02,959.76,851.38,559.1,229.39,598.3,1023,1131.22,797.81,1228.55,719.08,1783.42,1874.74,983.81,1291.69,1092.69,840.36,1518.68,1437.08,1600.75,1276.45,234.91,352.72,273.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.23,96.38,140.61,477.39,332.25,0,0,0,0,0,0,0,73.49,151.25,224.22,164.2,567.34,701.71,767.63,959.56,623.48,1103.07,992.74,739.4,662.18,0,0,0,0,91.13,902.23,667.72,1056.87,1148.02,601.91,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.36,48.24,115.15,106.13,110.98,259.68,118.26,88.28,133.78,158.25,122.26,126.16,312.73,216.07,201.15,284.72,359.46,237.72,366.58,259.58,226.04,324.17,609.58,238.84,261.26,627.17,469.72,377.94,434.53,763.9,957.85,848.3,456.02,224.43,593.55,1020.04,1110.81,793.09,1220.81,705.27,1779.13,1872,980.74,1289.13,913.46,832.5,1512.61,1426.25,1597.62,1273.08,231.52,348.75,266.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.02,92.58,137.28,461.21,277.71,0,0,0,0,0,0,0,60.3,143.72,213.6,159.39,561.99,693.7,755.25,952.24,615.29,1094.91,930.67,736.12,659.01,0,0,0,0,0,763.45,659.43,895.1,1145.09,595.74,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.26,95.76,104.97,236.46,112.32,84.83,129.74,148.88,118.72,123.13,305.52,211.47,195.34,277.53,240.86,234.3,351.77,255.6,222.18,314.3,605.87,235.71,257.65,622,465.38,374.47,428.11,757.48,955.94,845.19,452.84,220.11,588.83,1017.11,1106.45,788.66,1212.71,692.31,1774.67,1869.14,977.67,1280.93,800.96,824.23,1506.53,1415.34,1594.49,1269.72,228.16,344.83,259.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.85,88.78,133.94,444.56,272.23,0,0,0,0,0,0,0,45.73,135.7,202.98,154.46,556.61,685.62,742.83,944.87,607.91,1086.67,916.6,732.89,655.72,0,0,0,0,0,756.27,651.46,517.02,1142.38,589.83,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.22,76.37,88.91,196.53,95.75,73.23,112.37,125.6,103.65,108.04,267.82,186.15,170.72,242.73,210.87,207.78,302.75,226.2,196.45,276.8,541.94,209.34,228.65,549.59,414.65,333.89,379.72,675.61,858.65,757.9,404.76,194.62,525.77,912.79,991.86,705.92,1083.53,611.52,1592.78,1679.59,877.11,1139.34,716.83,733.73,1350.38,1263.95,1432.21,1139.74,202.39,306.89,228.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.46,76.48,117.51,385.96,240.24,0,0,0,0,0,0,0,31.96,114.29,173.02,134.45,496.06,609.5,657.38,843.72,540.89,970.6,817.16,656.72,587,0,0,0,0,0,674.13,579.33,456.36,1025.75,525.74,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.05,66.02,83.18,182.91,90.41,70.12,107.63,117.55,100.45,105.18,260.06,181.93,165.67,234.83,205.1,204.6,290.27,222.07,192.86,271.98,538.62,206.53,225.41,537.71,410.19,330.6,374.36,669.06,856.96,755.17,402.08,191.29,521.6,910.19,987.86,702.13,1074.65,600.16,1588,1676.63,874.22,1128.04,712.67,724.95,1344.81,1254.06,1429.35,1136.73,199.45,303.5,222.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.79,73.06,114.47,374.08,235.67,0,0,0,0,0,0,0,23.99,105.39,163.73,129.95,491.18,601.69,646.44,836.96,534.66,963.16,809.4,653.87,583.69,0,0,0,0,0,667.45,571.86,447.54,1023.33,520.83,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.67,55.02,77.21,170.53,85.08,66.65,102.84,111.92,97.11,102.28,251.28,177.66,160.65,225.59,199.45,201.39,278.89,217.72,189.23,267.33,535.28,203.72,222.2,528.06,404.87,327.25,369.17,662.21,855.29,752.54,399.45,188.14,516.82,907.6,983.79,698.43,1063.55,589.42,1580.04,1673.6,869.74,1118.64,708.47,716.19,1338.77,1244.08,1426.5,1133.61,196.6,300.12,217.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.17,69.53,111.37,363.47,231.56,0,0,0,0,0,0,0,16.62,94.62,154.12,125.54,486.19,593.69,635.81,830.04,528.33,955.69,801.63,651.05,580.4,0,0,0,0,0,637.7,562.67,439.66,1020.89,515.82,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.22,70.43,158.65,79.75,62.82,98.04,106.69,93.59,99.29,241.94,173.35,155.52,216.59,193.91,198.15,267.79,213.15,185.57,262.67,531.82,200.91,218.98,519.87,398.66,323.89,364.09,657.59,853.62,749.94,396.91,185.13,511.25,905,979.72,694.81,1049.77,579.11,1295.01,1670.18,859.8,1110.07,704.16,708.04,1332.47,1233.86,1423.62,1130.43,193.92,296.76,212.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.35,108.03,353.16,227.52,0,0,0,0,0,0,0,9.82,80.35,139.28,121.14,480.94,585.67,625.46,799.79,521.81,948.11,793.86,648.25,577.11,0,0,0,0,0,538.98,433.57,432.98,1018.43,510.7,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.42,62.75,147.02,74.39,58.91,93.2,101.76,90.08,96.17,232.32,168.98,150.35,208.82,188.49,194.9,255.56,208.4,181.85,258.02,528.17,198.11,215.75,512.22,392.44,320.52,359.11,653.9,851.98,747.44,394.41,182.26,503.97,902.41,975.52,691.28,873.41,568.97,1288.99,1666.69,850.19,1096.79,699.75,700.74,1325.71,1223.19,1420.74,1126.97,191.53,293.38,207.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.65,104.41,342.7,223.48,0,0,0,0,0,0,0,0,71.96,107.05,116.69,474.92,577.65,615.39,760.67,515.28,940.48,786.06,645.5,573.84,0,0,0,0,0,521.01,320.09,426.83,1015.96,505.53,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.12,52.78,135.68,68.73,54.96,88.33,97.45,86.58,92.77,222.69,164.57,145.37,200.99,183.15,191.57,242.2,203.61,178.05,253.31,524.47,195.35,212.5,504.96,386.23,317.11,354.22,650.25,850.35,744.98,391.98,179.47,485.22,899.82,971.32,687.82,594.91,558.77,1287.38,1663.21,841,1060.34,695.29,693.5,1318.66,1212.13,1417.82,1123.4,189.15,290.01,201.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.89,100.39,332.42,219.43,0,0,0,0,0,0,0,0,63.29,91.98,112.19,468.96,569.58,605.75,751.26,508.75,932.77,778.07,642.77,570.96,0,0,0,0,0,501.17,314.8,420.38,1013.46,500.24,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.06,124.41,62.64,50.12,83.36,93.1,83.08,89.21,213.03,160.11,140.44,192.76,177.9,188.16,227.8,198.8,174.18,248.53,520.68,192.59,209.21,498.02,380.03,313.44,349.34,646.54,848.72,742.58,389.57,176.75,434.51,897.23,967,684.42,584.93,548.52,1285.76,1659.73,832.28,1042.96,690.68,686.22,1311.49,1201.06,1414.89,1119.64,186.8,286.62,190.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.21,95.97,322.22,215.34,0,0,0,0,0,0,0,0,54.32,85.51,107.65,463.04,540.91,596.57,742.63,502.26,925.01,769.85,640.06,568.29,0,0,0,0,0,489.71,309.38,413.5,1010.94,494.73,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.08,56.24,44.01,78.1,88.71,79.59,85.52,203.42,155.21,135.43,184.47,172.66,184.51,214.98,193.96,170.21,243.73,516.89,189.84,205.88,491.34,373.82,309.69,344.43,642.78,847.1,740.22,387.17,174.07,423.79,894.64,962.65,681.09,577.35,538.16,1284.15,1656.24,823.74,1030.07,685.94,679.59,1303.25,1190.17,1411.88,1115.86,184.46,283.25,178.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.66,91.14,312.06,211.24,0,0,0,0,0,0,0,0,43.85,79.14,103.11,457.2,293.9,587.62,734.43,495.77,917.18,761.54,637.38,565.67,0,0,0,0,0,412.25,303.8,405.54,1008.41,489,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.2,48.76,37.3,72.64,84.29,76.04,81.71,194.25,149.95,130.36,176.47,167.2,180.75,205.4,189.1,166.19,238.9,513.05,187.08,202.54,484.89,367.61,305.91,339.32,639.13,845.5,737.92,384.77,171.44,414.91,892.04,956.99,677.83,570.51,527.82,1282.54,1652.77,815.37,1017.59,681.13,673.11,1148.35,1179.76,1408.83,1112.04,182.12,279.87,163.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.22,85.57,302.09,207.07,0,0,0,0,0,0,0,0,30.46,72.87,98.6,451.53,287.86,578.75,726.23,489.31,908.06,752.97,634.73,563.04,0,0,0,0,0,141.9,298.02,395.08,1005.82,482.99,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.43,39.42,29.94,67.08,79.83,71.96,77.76,186.19,144.1,125.22,169.03,161.53,176.88,197.25,184.22,162.12,234.07,509.05,184.33,199.18,478.65,361.25,302.06,334.16,636.19,843.89,735.66,382.37,168.85,406.88,889.44,749.97,674.61,563.95,517.56,1280.93,1649.3,805.98,1005.93,676.25,666.55,1061.4,1169.45,1405.78,1108.25,179.78,276.5,149.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.73,78.86,292.37,202.9,0,0,0,0,0,0,0,0,0,66.76,94.12,445.94,281.76,569.84,717.89,482.85,613.64,744.04,632.1,560.42,0,0,0,0,0,133.82,292.1,379.29,1003.17,476.64,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.17,28.26,20.65,61.45,75.26,67.58,73.52,178.11,137.27,119.99,162.17,155.8,172.91,189.34,179.28,157.99,229.22,504.88,181.58,195.81,470.72,354.59,298.18,329,633.52,842.28,733.5,379.97,166.29,399.44,886.85,736.22,671.45,557.57,506.86,1279.32,1645.82,795.76,996.8,671.28,659.8,1056.7,1159.01,1402.74,1104.49,177.46,273.11,137.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.24,71.19,282.97,198.68,0,0,0,0,0,0,0,0,0,60.8,89.63,440.51,275.33,560.82,709.23,476.3,588.12,734.67,629.34,557.79,0,0,0,0,0,126.63,286.01,363.8,1000.44,469.92,0,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.59,55.22,70,63.21,68.8,169.84,130.19,114.67,155.88,149.81,168.81,181.55,174.29,153.78,224.24,500.44,178.8,192.44,440.31,347.63,294.26,323.65,630.95,840.65,731.49,377.57,163.77,394.13,884.25,732.72,668.33,551.29,495.34,1277.74,1642.27,784.49,988.67,666.24,652.89,1052.01,1148.31,1399.71,1100.78,175.16,269.72,127.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.84,273.84,194.47,0,0,0,0,0,0,0,0,0,54.95,85.06,435.2,267.73,551.48,700.12,469.66,581.63,725.02,626.39,555.17,0,0,0,0,0,119.9,279.76,358,997.62,462.92,0,
